Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Parental_Education,Dropout,Department_Arts,Department_Business,Department_CS,Department_Engineering,Department_Science
2448,20.5,Female,25000.0,1,5.49,71.9,2,24.2,0,1,5.6,4.0,3.78,3.74,Year 3,0,0,False,False,True,False,False
2449,19.3,Female,25000.0,1,2.19,81.2,2,28.1,0,1,8.3,0.09,0.0,0.0,Year 1,0,1,True,False,False,False,False
2450,19.5,Female,36420.0,1,3.67,82.8,3,34.6,1,1,5.7,1.18,0.8,0.8,Year 1,1,1,True,False,False,False,False
2451,19.0,Male,25000.0,1,4.12,80.9,1,11.4,1,0,4.5,0.85,0.68,0.68,Year 1,1,0,False,False,False,True,False
2452,19.2,Female,25000.0,1,4.96,92.8,2,12.0,1,1,5.3,3.44,3.58,3.59,Year 2,1,0,False,False,False,True,False
2453,20.9,Female,25000.0,1,4.54,87.5,1,21.2,0,0,4.6,0.53,0.54,0.54,Year 1,0,1,False,False,True,False,False
2454,19.4,Male,25497.0,1,3.96,90.3,1,23.9,1,1,4.7,1.13,0.5,0.54,Year 2,1,0,False,True,False,False,False
2455,22.5,Female,25023.0,1,3.6,77.6,3,51.5,0,0,4.5,1.88,2.15,2.16,Year 3,0,1,False,False,False,False,True
2456,24.3,Female,25000.0,1,3.88,84.7,2,30.8,1,0,5.0,1.99,2.11,2.11,Year 1,2,0,True,False,False,False,False
2457,19.7,Male,48785.0,1,4.98,73.7,2,23.8,1,0,6.8,1.95,1.58,1.58,Year 1,0,0,False,False,False,False,True
2458,21.5,Male,25358.0,1,2.93,76.1,1,30.7,0,1,2.4,2.54,2.74,2.81,Year 2,0,0,False,False,True,False,False
2460,22.0,Male,25000.0,1,3.7,74.9,2,19.2,0,0,5.7,2.82,2.55,2.49,Year 3,1,0,True,False,False,False,False
2461,21.2,Female,54974.0,1,1.29,75.7,1,21.0,1,1,8.0,1.23,1.46,1.51,Year 4,1,1,False,True,False,False,False
2462,22.6,Male,25000.0,0,1.46,85.4,1,17.8,1,0,4.8,0.28,0.33,0.33,Year 3,0,0,False,False,False,False,True
2463,22.1,Male,25000.0,1,2.06,75.9,1,44.8,0,0,7.5,0.21,0.52,0.51,Year 2,3,1,False,False,True,False,False
2464,18.3,Female,33788.0,1,3.72,89.7,1,37.9,0,0,4.0,3.09,2.98,3.0,Year 4,1,0,True,False,False,False,False
2465,22.9,Female,25000.0,1,4.65,80.3,1,15.5,1,0,4.7,3.66,3.72,3.79,Year 4,3,0,False,False,True,False,False
2466,23.0,Male,25000.0,1,3.2,80.6,0,14.8,0,0,6.2,2.89,3.01,2.9,Year 3,0,1,True,False,False,False,False
2467,19.3,Female,34720.0,1,1.89,84.0,1,14.9,0,0,6.6,0.57,0.81,0.83,Year 2,0,0,False,True,False,False,False
2468,21.1,Male,25000.0,1,5.23,80.9,2,27.8,1,0,5.0,2.65,2.89,2.85,Year 2,0,0,False,False,False,False,True
2469,22.5,Male,119010.0,1,4.36,84.2,2,32.4,1,0,5.9,2.01,1.89,1.89,Year 1,2,0,True,False,False,False,False
2471,23.4,Male,43075.0,1,4.32,60.2,2,17.8,0,1,6.9,2.36,2.61,2.61,Year 3,0,1,False,True,False,False,False
2472,26.2,Female,25000.0,1,2.63,70.7,2,27.9,1,1,5.2,1.09,1.22,1.24,Year 4,0,0,False,False,False,False,True
2473,19.3,Female,25000.0,1,5.34,78.4,1,29.3,1,1,5.1,3.24,3.12,3.17,Year 2,1,0,False,False,False,True,False
2474,18.0,Female,25000.0,1,4.41,85.9,3,44.4,1,1,7.3,2.25,3.04,3.01,Year 2,1,0,False,False,False,False,True
2475,21.7,Female,25000.0,0,3.81,99.3,1,39.3,1,0,5.9,2.56,2.82,2.88,Year 3,2,0,False,True,False,False,False
2476,22.6,Male,38152.0,1,3.56,77.3,3,12.8,1,1,6.7,2.9,2.86,2.91,Year 4,1,0,False,False,True,False,False
2477,20.5,Female,55345.0,1,4.09,76.8,2,7.4,0,1,10.0,0.0,0.36,0.36,Year 1,1,1,True,False,False,False,False
2478,24.2,Female,36562.0,1,4.63,84.7,5,28.7,0,1,1.9,3.2,3.05,3.01,Year 2,0,0,False,False,False,True,False
2479,18.1,Female,25952.0,0,1.73,83.8,2,22.4,0,0,3.7,1.96,1.84,1.84,Year 1,0,0,True,False,False,False,False
2480,22.5,Female,25000.0,1,2.98,84.0,3,18.5,1,0,3.8,1.72,1.89,1.89,Year 1,1,0,False,False,True,False,False
2481,19.7,Female,57998.0,1,3.57,80.0,1,20.9,1,0,4.0,1.14,0.96,0.96,Year 1,0,1,False,False,True,False,False
2482,24.8,Male,103028.0,1,3.52,66.2,2,37.0,1,0,8.1,1.32,1.39,1.36,Year 3,0,1,False,False,False,False,True
2483,25.4,Female,32242.0,1,3.07,83.6,1,12.0,0,0,1.0,4.0,3.4,3.4,Year 1,1,0,True,False,False,False,False
2484,19.3,Female,52241.0,1,5.01,81.6,4,52.2,1,0,6.4,3.11,3.16,3.15,Year 4,2,0,False,False,True,False,False
2485,19.8,Female,36535.0,1,3.1,69.3,3,21.4,1,1,2.7,2.72,2.69,2.69,Year 1,1,1,False,False,True,False,False
2486,22.9,Male,46784.0,1,2.61,86.7,4,37.6,1,0,5.5,0.82,0.77,0.75,Year 4,0,0,False,False,False,False,True
2487,20.1,Male,25000.0,0,3.39,87.8,3,22.0,0,0,6.0,1.53,1.48,1.48,Year 1,2,1,False,False,False,False,True
2488,20.9,Female,25000.0,1,5.96,86.5,2,11.8,0,0,7.1,2.33,2.04,2.06,Year 4,0,1,False,False,False,False,True
2489,21.1,Male,37695.0,1,4.02,78.7,2,28.2,1,0,5.0,2.88,3.29,3.29,Year 1,0,0,False,False,False,True,False
2490,17.0,Female,61543.0,1,3.37,83.8,2,15.0,0,0,5.2,2.52,2.76,2.76,Year 4,0,0,False,False,True,False,False
2491,21.0,Male,25000.0,0,3.57,74.8,2,31.8,0,0,1.8,2.18,2.07,2.09,Year 3,1,0,False,False,False,False,True
2492,19.5,Male,25000.0,1,1.72,70.9,2,29.7,1,0,9.6,0.0,0.0,0.0,Year 3,1,1,False,False,False,True,False
2493,19.9,Male,25000.0,1,3.76,81.2,4,21.7,1,0,6.1,3.43,3.4,3.46,Year 2,1,0,False,False,False,False,True
2494,24.2,Female,54507.0,0,4.31,70.0,3,31.8,0,0,6.3,3.16,3.44,3.4,Year 4,0,0,False,False,False,True,False
2495,18.2,Male,25000.0,0,4.57,80.9,1,42.5,1,1,7.4,3.32,3.43,3.43,Year 1,1,0,True,False,False,False,False
2496,22.8,Male,25000.0,1,3.79,81.6,3,28.7,0,0,5.4,3.06,2.78,2.78,Year 1,1,0,False,False,True,False,False
2497,20.4,Male,32648.0,0,3.03,75.5,2,21.3,1,0,6.3,1.9,1.75,1.75,Year 1,1,0,False,False,False,False,True
2500,21.7,Male,25000.0,1,2.72,83.7,0,26.6,0,0,6.5,0.0,0.39,0.34,Year 2,2,0,False,False,False,True,False
2501,22.3,Female,25000.0,1,3.0,80.5,4,46.5,0,0,9.2,2.81,2.79,2.67,Year 4,1,0,False,False,True,False,False
2502,23.1,Female,60907.0,1,3.56,89.5,3,26.4,0,0,8.6,2.56,2.4,2.4,Year 1,1,0,False,False,False,False,True
2503,20.3,Male,25000.0,1,3.62,79.3,1,47.9,1,1,8.3,2.56,2.09,2.12,Year 4,1,0,False,False,False,False,True
2504,19.7,Male,72124.0,1,3.3,71.9,2,22.1,1,0,8.9,0.0,0.35,0.32,Year 2,2,1,True,False,False,False,False
2505,18.6,Female,25000.0,1,4.41,85.3,1,40.2,0,0,3.2,3.33,3.64,3.66,Year 3,1,0,True,False,False,False,False
2506,19.2,Male,49495.0,1,3.89,70.0,1,27.4,0,0,4.6,1.76,1.89,1.91,Year 3,2,1,False,False,False,False,True
2507,27.5,Female,25000.0,1,5.15,75.2,1,33.2,1,0,3.9,1.48,1.39,1.4,Year 4,0,1,False,False,False,False,True
2508,23.7,Female,25000.0,0,4.1,77.9,0,5.7,0,1,10.0,0.54,0.47,0.47,Year 1,1,1,False,False,False,False,True
2509,18.0,Male,25000.0,1,3.54,78.2,1,56.0,0,1,5.9,0.53,0.44,0.5,Year 3,2,1,False,True,False,False,False
2510,18.1,Male,41231.0,1,3.34,79.2,3,33.8,1,1,3.0,1.08,1.68,1.69,Year 3,1,0,False,True,False,False,False
2511,22.1,Female,29611.0,1,3.48,78.6,5,42.2,0,1,3.5,2.36,2.58,2.53,Year 3,2,0,True,False,False,False,False
2512,22.2,Male,58167.0,0,2.6,83.0,0,13.5,0,0,5.7,1.6,1.2,1.2,Year 3,0,1,True,False,False,False,False
2513,22.2,Male,70364.0,1,3.69,76.6,1,32.1,0,0,3.0,3.03,2.51,2.52,Year 4,1,0,False,False,True,False,False
2514,20.4,Male,25000.0,0,4.62,85.5,3,27.8,1,0,8.9,1.37,1.48,1.45,Year 4,2,1,True,False,False,False,False
2515,20.7,Female,25000.0,1,5.01,75.3,0,17.3,0,0,6.9,2.04,1.71,1.76,Year 2,0,0,False,False,False,True,False
2516,21.7,Female,25000.0,1,4.23,71.8,2,45.4,0,1,6.1,1.76,1.67,1.67,Year 1,1,0,False,False,False,True,False
2517,21.2,Male,25000.0,1,8.4,72.9,1,31.8,0,0,3.6,3.58,3.51,3.48,Year 2,2,0,True,False,False,False,False
2518,17.0,Female,57672.0,1,4.42,78.7,3,29.4,1,1,3.1,3.66,3.27,3.3,Year 2,2,0,False,False,False,True,False
2519,20.5,Male,41615.0,1,1.75,89.8,4,37.5,0,0,6.1,1.68,1.7,1.68,Year 3,0,0,False,False,False,False,True
2520,19.1,Female,25000.0,1,4.54,81.8,0,19.7,0,0,5.7,2.37,2.25,2.25,Year 4,2,0,False,False,False,True,False
2521,21.4,Male,29535.0,1,5.47,78.3,1,31.9,0,1,3.2,2.91,2.82,2.82,Year 1,2,0,False,False,False,True,False
2522,27.6,Female,69050.0,1,3.65,81.7,3,31.1,1,0,5.4,2.82,2.91,2.95,Year 3,3,0,False,False,False,True,False
2524,20.3,Male,34739.0,1,1.65,68.3,3,42.3,0,0,6.8,2.6,2.8,2.79,Year 4,1,1,False,True,False,False,False
2525,23.0,Male,25000.0,1,3.87,74.1,0,24.9,0,0,9.3,1.1,1.22,1.24,Year 3,0,1,False,False,True,False,False
2526,22.1,Male,35539.0,1,2.68,73.6,4,23.6,1,1,1.8,2.58,2.57,2.6,Year 2,0,0,False,False,False,False,True
2527,21.9,Male,52096.0,1,3.73,100.0,1,22.6,0,0,6.9,3.3,4.0,4.0,Year 1,2,0,False,False,False,True,False
2528,22.3,Male,34023.0,1,3.51,97.4,1,22.1,1,0,4.2,3.41,3.47,3.47,Year 1,0,0,False,False,False,False,True
2529,25.5,Female,45978.0,1,5.91,97.3,2,43.2,1,0,6.3,1.99,2.31,2.3,Year 2,1,0,False,False,False,True,False
2530,18.5,Female,36836.0,1,5.09,72.3,0,29.2,1,1,5.7,1.3,0.58,0.6,Year 2,0,0,False,False,False,False,True
2531,22.0,Male,25000.0,1,3.27,96.0,2,42.3,0,0,6.4,4.0,3.63,3.66,Year 2,0,0,True,False,False,False,False
2532,19.0,Female,25000.0,1,3.46,76.3,3,33.3,0,1,3.3,4.0,4.0,3.99,Year 3,1,0,False,True,False,False,False
2533,22.2,Female,25000.0,1,5.21,95.2,2,19.5,1,0,7.2,2.93,2.39,2.31,Year 3,1,0,False,True,False,False,False
2534,19.0,Female,56345.0,1,4.15,85.5,1,11.9,0,0,5.6,1.69,2.1,2.08,Year 3,1,0,False,False,False,False,True
2535,20.1,Male,25000.0,1,4.41,74.1,1,12.6,0,0,8.0,2.51,2.41,2.41,Year 1,0,0,False,False,False,False,True
2536,20.4,Male,39087.0,1,5.54,95.2,2,19.3,0,0,8.4,3.38,3.07,3.09,Year 4,2,0,False,True,False,False,False
2537,23.1,Male,35675.0,1,3.0,94.9,2,42.2,0,1,5.9,3.41,3.57,3.57,Year 1,1,0,False,True,False,False,False
2538,23.0,Male,77012.0,0,5.24,73.5,0,45.6,0,1,7.3,3.37,3.23,3.26,Year 4,1,0,True,False,False,False,False
2539,18.3,Female,28998.0,1,3.49,84.6,4,31.1,1,1,7.1,3.28,3.54,3.54,Year 3,1,0,False,False,True,False,False
2540,21.1,Female,25000.0,0,1.08,66.5,0,41.1,0,0,7.9,0.0,0.0,0.0,Year 1,0,1,False,True,False,False,False
2541,19.4,Male,43832.0,1,2.48,78.8,1,23.3,1,0,7.8,2.31,2.53,2.49,Year 4,2,0,True,False,False,False,False
2542,18.2,Male,107241.0,1,2.79,78.9,4,22.5,0,1,3.4,2.47,2.07,2.07,Year 1,0,0,False,True,False,False,False
2543,20.5,Female,45589.0,1,5.74,78.7,3,39.2,0,1,6.0,1.28,1.27,1.21,Year 3,0,0,False,False,False,True,False
2544,20.3,Female,25000.0,0,3.84,94.9,1,32.0,1,0,3.0,3.65,3.19,3.04,Year 4,2,0,False,False,True,False,False
2545,26.3,Female,25000.0,1,3.6,71.3,2,38.8,0,1,4.6,2.78,3.01,2.93,Year 3,1,0,False,False,False,True,False
2547,18.0,Female,98912.0,1,2.99,88.0,1,25.5,1,1,6.6,3.07,2.6,2.53,Year 4,2,0,False,False,False,True,False
2549,23.2,Female,25000.0,1,4.04,74.9,2,33.7,0,1,5.2,2.32,1.41,1.39,Year 2,1,0,False,False,True,False,False
2550,25.6,Male,27036.0,0,3.93,90.9,3,32.9,1,0,7.3,2.09,2.32,2.18,Year 4,1,0,False,False,False,True,False
2551,17.5,Male,25000.0,1,4.44,92.8,3,18.8,0,0,7.1,3.44,3.19,3.26,Year 2,0,0,False,True,False,False,False
2552,17.0,Male,76160.0,1,4.71,78.5,0,28.5,0,0,6.0,1.19,1.77,1.85,Year 2,0,1,False,False,False,True,False
2554,21.9,Female,60378.0,0,1.57,94.5,3,25.8,0,0,6.7,0.89,0.99,0.97,Year 4,2,1,False,False,True,False,False
2555,19.1,Female,31992.0,1,4.52,78.7,2,19.0,0,1,9.0,0.0,0.0,0.0,Year 3,3,1,True,False,False,False,False
2557,17.0,Male,76847.0,1,4.42,78.6,5,56.5,1,1,4.1,2.72,3.19,3.19,Year 1,0,0,True,False,False,False,False
2558,21.0,Male,31285.0,1,4.95,71.2,2,20.7,0,0,5.9,1.37,1.52,1.52,Year 1,0,0,False,False,False,False,True
2559,21.7,Male,25000.0,1,5.46,82.0,1,18.7,0,1,3.8,2.7,3.09,3.09,Year 3,1,0,False,False,True,False,False
2560,23.0,Male,30937.0,0,3.83,80.0,1,49.5,1,0,4.8,0.4,0.33,0.33,Year 1,0,0,True,False,False,False,False
2561,18.8,Female,28089.0,1,6.61,74.6,1,15.9,0,0,6.3,0.39,0.69,0.69,Year 1,1,0,False,False,True,False,False
2562,21.2,Female,25000.0,1,2.19,79.3,0,12.6,0,0,4.6,1.34,0.89,0.96,Year 2,1,1,False,False,False,True,False
2563,19.0,Male,75470.0,1,5.89,80.2,3,27.5,0,0,5.1,1.14,0.89,0.87,Year 3,0,0,False,True,False,False,False
2564,21.6,Female,34457.0,1,3.0,84.2,0,24.1,0,0,5.0,3.67,3.37,3.42,Year 3,0,0,False,True,False,False,False
2565,19.0,Female,25000.0,1,4.05,90.3,2,22.3,0,0,4.7,3.03,3.19,3.25,Year 2,2,0,False,True,False,False,False
2566,20.1,Male,25000.0,1,4.2,90.3,1,19.0,0,1,3.5,2.73,2.41,2.35,Year 3,0,0,True,False,False,False,False
2567,18.8,Male,25000.0,1,5.75,81.3,6,27.7,0,0,7.3,3.28,3.08,3.08,Year 1,0,1,False,False,True,False,False
2568,22.4,Male,47207.0,1,2.57,77.6,2,49.6,0,1,8.0,2.92,2.86,2.91,Year 2,0,1,True,False,False,False,False
2569,22.9,Male,25000.0,1,6.78,92.7,0,10.7,0,0,7.2,4.0,3.8,3.92,Year 3,1,0,True,False,False,False,False
2570,20.5,Female,25000.0,1,1.21,81.2,3,40.1,1,0,7.2,0.7,0.58,0.56,Year 2,1,1,False,False,True,False,False
2571,21.1,Male,39851.0,1,3.9,77.2,2,48.4,0,1,4.8,2.39,2.44,2.49,Year 3,1,0,False,False,False,True,False
2572,17.8,Male,25000.0,1,4.75,83.4,0,22.5,0,0,5.8,3.32,3.4,3.42,Year 2,1,0,True,False,False,False,False
2573,20.3,Female,41271.0,1,5.34,67.4,1,34.5,1,0,4.1,3.92,4.0,3.97,Year 3,1,0,False,False,True,False,False
2574,20.9,Female,31482.0,1,2.14,78.2,0,28.5,1,0,5.3,2.06,2.25,2.22,Year 2,0,1,False,False,False,True,False
2575,26.8,Male,28269.0,1,1.44,77.7,2,9.4,0,1,5.4,0.45,0.1,0.11,Year 2,1,0,False,True,False,False,False
2576,18.6,Female,25000.0,1,5.7,75.7,1,44.6,0,0,3.0,2.7,2.88,2.98,Year 4,0,0,False,False,True,False,False
2577,24.2,Male,25000.0,1,4.32,85.0,1,30.4,1,1,5.7,3.75,3.89,3.88,Year 3,0,0,False,True,False,False,False
2578,23.2,Male,42682.0,1,1.52,90.6,1,23.7,0,1,4.5,1.78,1.99,1.98,Year 2,0,1,False,False,True,False,False
2579,21.6,Female,25000.0,1,3.34,95.5,1,11.7,0,0,6.0,2.09,1.91,1.89,Year 4,1,0,False,True,False,False,False
2581,21.8,Female,121521.0,0,5.47,79.7,2,31.8,0,0,6.1,2.48,2.51,2.46,Year 2,1,0,True,False,False,False,False
2582,21.9,Male,44083.0,1,3.53,76.6,1,37.3,1,1,6.8,2.99,2.64,2.66,Year 4,1,1,False,False,False,False,True
2583,20.9,Male,72817.0,1,3.76,86.3,2,36.7,0,0,3.2,1.17,1.0,1.0,Year 1,0,0,False,False,True,False,False
2585,23.4,Male,25000.0,1,6.17,78.9,2,5.0,0,0,4.3,0.63,0.1,0.21,Year 3,3,0,False,False,False,True,False
2586,19.6,Female,33526.0,1,5.18,84.3,1,28.7,1,0,7.6,0.0,0.0,0.01,Year 3,0,1,False,True,False,False,False
2587,18.1,Female,99508.0,1,4.9,77.0,1,27.9,1,1,8.6,0.58,0.14,0.02,Year 2,0,0,True,False,False,False,False
2588,20.6,Female,25000.0,1,4.26,78.6,0,32.0,0,1,5.6,1.7,1.38,1.3,Year 3,1,1,False,True,False,False,False
2589,19.2,Female,25000.0,1,4.25,89.9,0,48.2,0,0,6.2,3.7,3.4,3.49,Year 4,1,0,True,False,False,False,False
2590,20.9,Male,25000.0,0,2.82,81.5,1,29.4,0,0,2.8,4.0,4.0,4.0,Year 1,0,0,True,False,False,False,False
2591,23.7,Female,26095.0,1,5.13,91.6,4,38.3,0,0,6.0,1.41,1.14,1.19,Year 3,1,1,False,True,False,False,False
2592,20.0,Female,25000.0,1,3.51,95.1,3,34.5,0,0,5.0,2.71,2.28,2.21,Year 4,2,0,False,False,True,False,False
2594,21.1,Female,33854.0,1,3.81,79.7,4,14.5,0,0,5.1,1.29,1.31,1.31,Year 1,2,1,False,False,False,False,True
2595,22.9,Female,53265.0,1,4.02,94.7,1,43.8,0,0,4.0,4.0,4.0,3.92,Year 2,0,0,False,False,False,False,True
2596,17.0,Male,25000.0,1,5.75,61.8,3,19.4,0,1,3.1,2.33,1.98,1.97,Year 4,1,0,False,False,False,False,True
2597,19.7,Female,25000.0,1,5.11,69.6,3,34.4,0,0,5.8,2.5,2.24,2.31,Year 3,1,0,False,True,False,False,False
2598,21.5,Male,25000.0,1,2.72,88.2,2,17.7,0,0,4.5,3.67,4.0,4.0,Year 3,1,0,False,False,False,True,False
2599,23.6,Male,25000.0,1,5.35,100.0,0,39.0,1,1,7.7,3.44,3.33,3.35,Year 3,0,0,False,False,False,True,False
2600,19.9,Female,36626.0,1,0.62,87.5,2,33.0,0,0,6.6,0.83,0.27,0.27,Year 1,2,0,False,False,True,False,False
2601,17.0,Male,40617.0,1,4.54,83.5,0,26.4,0,1,5.3,1.54,1.56,1.56,Year 3,1,0,False,True,False,False,False
2603,19.6,Male,25000.0,1,2.17,86.4,3,33.1,1,1,8.6,1.4,1.56,1.57,Year 3,2,0,False,False,False,False,True
2604,18.4,Female,29725.0,1,2.47,91.3,1,21.3,1,0,3.4,3.29,2.97,2.99,Year 3,1,0,False,False,False,True,False
2605,19.6,Male,25000.0,1,5.9,88.0,3,30.1,0,0,4.4,2.67,2.67,2.7,Year 2,2,0,False,True,False,False,False
2606,20.6,Female,37831.0,1,4.59,82.5,0,38.0,0,0,9.0,1.63,1.59,1.57,Year 4,1,0,False,False,False,True,False
2607,19.7,Male,39634.0,1,4.49,90.3,1,43.3,1,0,4.1,4.0,4.0,3.92,Year 2,1,0,False,False,True,False,False
2608,17.0,Male,25000.0,1,5.26,84.4,3,28.5,0,0,6.7,1.74,1.29,1.31,Year 4,1,0,False,False,False,False,True
2609,23.0,Male,53147.0,1,3.7,86.1,3,51.4,1,0,7.6,1.82,1.09,1.09,Year 1,1,1,False,False,False,True,False
2611,22.4,Male,49065.0,1,3.71,74.5,1,11.3,1,0,6.7,1.35,1.77,1.82,Year 3,2,0,False,True,False,False,False
2612,18.5,Female,26965.0,1,0.5,81.8,2,13.1,0,0,5.0,2.73,2.56,2.61,Year 3,0,0,False,False,False,True,False
2613,20.6,Female,25000.0,1,6.09,82.9,1,29.9,0,0,8.8,2.48,2.88,2.86,Year 4,1,0,False,True,False,False,False
2614,21.0,Female,26227.0,1,0.5,72.4,4,30.1,1,0,4.7,0.0,0.59,0.58,Year 3,2,1,False,True,False,False,False
2615,22.3,Female,25000.0,1,3.65,73.3,3,31.5,0,1,3.8,1.16,1.08,1.08,Year 1,1,1,False,False,False,False,True
2617,19.4,Female,25000.0,0,0.94,90.3,0,56.7,0,0,6.8,1.17,0.7,0.72,Year 4,1,1,False,False,True,False,False
2618,21.2,Female,25000.0,1,3.81,80.4,1,48.1,0,0,5.8,0.94,1.1,1.04,Year 4,1,0,False,False,False,True,False
2619,22.0,Female,33920.0,1,3.79,83.0,3,16.3,0,1,5.6,3.21,3.24,3.24,Year 1,3,0,False,True,False,False,False
2620,24.2,Female,30114.0,1,5.19,84.5,2,28.8,1,0,4.6,3.58,3.64,3.61,Year 3,0,0,False,False,True,False,False
2621,22.5,Female,25000.0,1,4.63,87.0,2,30.6,1,0,4.2,2.06,2.13,2.12,Year 4,1,0,False,False,True,False,False
2622,22.7,Female,25000.0,1,2.26,86.0,2,38.2,0,0,4.4,3.12,2.93,2.88,Year 2,2,0,False,False,False,False,True
2623,21.2,Male,35378.0,1,3.16,82.5,1,11.7,1,0,6.1,0.0,0.33,0.24,Year 3,1,1,False,False,False,True,False
2624,24.1,Female,25000.0,0,2.61,80.9,0,9.4,0,0,5.1,3.07,3.07,3.02,Year 3,1,0,True,False,False,False,False
2625,21.9,Female,27354.0,1,1.59,90.8,5,15.4,0,0,2.8,3.18,3.79,3.81,Year 3,0,0,False,True,False,False,False
2626,19.1,Female,85732.0,1,3.15,78.1,0,48.0,1,0,4.7,1.98,1.82,1.8,Year 4,1,0,True,False,False,False,False
2627,24.1,Male,43946.0,0,5.93,92.9,2,22.1,1,0,5.1,2.52,2.27,2.29,Year 2,1,0,False,False,False,False,True
2629,20.0,Female,25000.0,1,4.55,79.7,1,37.1,0,1,6.0,2.31,2.54,2.56,Year 4,0,0,False,False,False,True,False
2630,19.9,Male,32568.0,1,2.43,87.7,1,27.8,1,0,8.7,2.58,2.48,2.48,Year 1,0,0,False,False,True,False,False
2631,21.7,Female,25000.0,1,1.46,100.0,3,39.9,1,0,3.7,1.66,1.79,1.79,Year 1,2,0,True,False,False,False,False
2632,22.0,Male,25000.0,1,4.74,66.5,0,15.3,1,0,6.5,1.92,1.86,1.86,Year 1,0,0,True,False,False,False,False
2633,21.4,Female,40922.0,1,5.31,88.9,3,24.3,1,0,6.6,3.7,3.38,3.38,Year 1,2,0,False,False,False,False,True
2634,21.7,Male,36046.0,1,4.21,85.8,2,5.0,0,0,6.0,2.23,1.99,1.98,Year 4,1,0,False,True,False,False,False
2635,24.7,Male,38963.0,1,4.99,78.4,1,31.2,0,1,5.0,0.87,0.74,0.81,Year 2,1,1,False,False,False,True,False
2636,23.4,Male,34816.0,1,3.57,84.9,0,20.5,0,1,4.3,2.88,3.02,3.03,Year 2,1,0,False,False,False,True,False
2637,21.4,Female,28590.0,1,4.07,72.4,2,56.3,0,0,5.4,1.37,1.32,1.35,Year 2,0,1,False,False,True,False,False
2638,23.1,Male,25000.0,1,3.06,75.7,1,30.7,0,1,2.3,3.34,3.31,3.34,Year 4,0,0,False,False,True,False,False
2639,18.7,Female,40525.0,1,4.5,85.4,2,39.8,0,0,3.8,4.0,4.0,4.0,Year 2,1,0,False,False,False,True,False
2642,20.5,Male,25000.0,1,5.02,76.7,2,41.9,1,1,6.6,2.09,2.1,2.1,Year 1,1,0,False,False,False,True,False
2643,19.1,Female,25000.0,1,3.54,78.4,2,30.4,0,1,3.6,3.99,3.78,3.73,Year 3,1,0,True,False,False,False,False
2644,19.6,Female,25000.0,1,4.67,90.6,1,35.7,0,0,3.1,2.95,2.63,2.61,Year 3,3,0,False,False,False,False,True
2645,18.6,Male,33576.0,1,3.1,72.7,1,58.3,0,0,2.9,2.51,1.85,1.82,Year 4,1,0,False,True,False,False,False
2646,19.3,Male,25000.0,1,6.33,81.7,0,32.3,0,0,7.3,0.72,0.86,0.86,Year 1,2,1,False,True,False,False,False
2647,20.2,Male,38696.0,1,5.84,85.8,1,23.7,1,0,7.1,2.9,2.98,2.98,Year 1,2,0,False,True,False,False,False
2648,17.9,Female,43754.0,1,4.38,84.1,4,21.5,1,0,6.7,2.57,2.37,2.37,Year 1,2,0,False,True,False,False,False
2649,21.0,Male,25000.0,0,3.01,77.3,1,29.0,0,0,8.2,1.46,2.39,2.45,Year 4,0,0,False,False,False,True,False
2650,23.0,Male,25000.0,1,4.32,84.9,3,31.4,0,1,8.7,1.28,1.53,1.58,Year 4,2,0,False,False,True,False,False
2651,19.0,Female,31189.0,1,2.42,73.8,1,30.7,0,0,3.7,1.97,1.87,1.85,Year 3,0,0,False,True,False,False,False
2652,24.3,Female,27280.0,0,4.53,78.1,2,11.0,1,1,4.8,2.14,2.6,2.58,Year 4,1,1,False,False,False,True,False
2653,22.1,Female,40611.0,1,1.23,94.7,0,5.0,1,1,6.9,2.69,2.83,2.83,Year 1,2,0,True,False,False,False,False
2654,23.3,Female,27318.0,1,2.6,87.1,2,18.4,0,0,1.0,3.23,3.19,3.19,Year 1,1,0,False,True,False,False,False
2655,19.6,Male,63504.0,1,4.48,82.0,3,30.7,0,1,5.0,1.62,1.82,1.77,Year 3,1,0,False,False,False,False,True
2656,22.9,Female,25000.0,0,5.81,85.6,3,30.8,0,0,7.2,1.25,1.48,1.5,Year 3,0,1,True,False,False,False,False
2657,18.6,Male,25000.0,1,4.48,75.6,1,35.5,0,0,4.9,2.17,2.38,2.39,Year 4,1,0,False,False,True,False,False
2658,23.0,Female,25000.0,1,3.58,84.3,2,34.4,0,0,6.8,4.0,3.74,3.74,Year 1,0,0,True,False,False,False,False
2659,21.4,Female,46225.0,1,2.75,78.4,1,24.0,0,0,1.9,4.0,3.79,3.82,Year 2,1,0,False,True,False,False,False
2660,22.2,Male,30266.0,1,3.33,77.4,1,17.8,1,0,6.0,1.34,1.02,1.09,Year 4,0,0,False,False,False,False,True
2661,18.4,Female,43488.0,1,1.7,81.0,2,36.3,1,0,4.7,3.08,3.16,3.16,Year 1,0,0,False,False,False,True,False
2662,19.0,Male,42954.0,1,3.48,77.2,1,32.7,0,0,5.1,2.25,2.37,2.33,Year 2,1,0,True,False,False,False,False
